campaign_id,campaign_name,campaign_type,channel,target_audience,geography,start_date,end_date,budget_allocated,amount_spent,impressions,clicks,leads_generated,conversions,revenue_generated,ctr,conversion_rate,cpc,cpa,customer_acquisition_cost,campaign_status,quarter,year,satisfaction_score,bounce_rate,engagement_rate,roi_percentage
CAMP_6842,New Year Win-back - Content Marketing 2023,Re-engagement,Content Marketing,Young Adults 18-25,Latin America,2023-01-10,2023-06-09,1284.14,1315.03,,618.0,21.0,3.0,255.86,1.0545,0.4854,2.13,438.34,547.93,Completed,Q1,2023.0,3.6,76.09,12.87,-80.54
CAMP_9414,Flash Sale Brand Awareness - Social Media 2022,Brand Awareness,Social Media,Young Adults 18-25,Asia Pacific,2022-02-09,2022-02-23,1798.98,972.3,42969.0,889.0,14.0,1.0,79.67,2.0689,0.1125,1.09,972.3,1215.38,paused,Q1,2022.0,3.2,70.07,14.84,-91.81
CAMP_9266,Newsletter Conversion Push - SEO 2024,Conversion,SEO,Parents,Europe,2024-08-06,2024-11-04,27531.99,18352.63,380350.0,11088.0,584.0,184.0,61483.31,2.9152,1.6595,1.66,99.74,124.68,Active,Q3,2024.0,5.0,72.71,7.39,235.01
CAMP_3646,Flash Sale Retention - Affiliate 2024,Retention,Affiliate,Parents,Europe,2024-01-30,2024-03-30,10514.7,9258.44,984789.0,12156.0,921.0,441.0,103646.09,1.2344,3.6278,0.76,20.99,26.24,Completed,Q1,2024.0,4.4,92.0,2.16,1019.48
CAMP_6129,Flash Sale Win-back - Social Media 2023,Re-engagement,Social Media,Professionals 25-35,Latin America,2023-08-09,2023-10-08,4578.59,3311.35,266876.0,2439.0,72.0,13.0,763.13,0.9139,0.533,1.36,254.72,318.4,Completed,Q3,2023.0,3.0,84.73,4.84,-76.95
CAMP_4820,Festive Retention - Influencer 2023,Retention,influencer,Mid-Age 35-50,Middle East,2023-03-30,2023-04-20,14442.31,14397.02,2606593.0,15436.0,437.0,82.0,32940.05,0.5922,0.5312,0.93,175.57,219.47,Completed,Q1,2023.0,3.4,92.0,0.3,128.8
CAMP_7114,New Year Win-back - Content Marketing 2022,Re-engagement,Content Marketing,Young Adults 18-25,North America,2022-04-25,2022-05-02,35433.26,23409.38,-2248296.0223078653,13475.0,352.0,77.0,6279.67,0.8019,0.5714,1.74,304.02,380.02,Paused,Q2,2022.0,2.2,76.66,11.19,-73.17
CAMP_7687,Autumn Lead Gen - Influencer 2022,Lead Generation,Influencer,Young Adults 18-25,Latin America,2022-08-14,2022-09-04,6968.16,5530.98,780323.0,4418.0,195.0,41.0,8847.6,0.5662,0.928,1.25,134.9,168.63,Completed,Q3,2022.0,2.3,83.31,5.71,59.96
CAMP_4185,Loyalty Conversion Push - Affiliate 2024,Conversion,Affiliate,Professionals 25-35,Europe,2024-03-11,2024-07-09,10225.14,9042.17,216700.0,8631.0,434.0,187.0,110605.14,3.9829,2.1666,1.05,48.35,60.44,Active,Q1,2024.0,3.8,76.62,8.29,1123.21
CAMP_0912,Brand Refresh Win-back - Instagram Ads 2024,Re-engagement,Instagram Ads,Students,Africa,2024-01-22,2024-03-22,62020.09,63231.12,15250554.0,68966.0,1626.0,176.0,20983.73,0.4522,0.2552,0.92,359.27,449.08,Completed,Q1,2024.0,2.4,69.63,18.18,-66.81
CAMP_5230,Winter Conversion Push - Instagram Ads 2022,Conversion,Instagram Ads,Senior 50+,,2022-01-08,2022-05-08,88698.12,80462.39,6006741.0,76676.0,3003.0,550.0,89713.35,1.2765,0.7173,1.05,146.3,182.87,Completed,Q1,2022.0,2.4,81.08,9.61,11.5
CAMP_3935,Product Launch Conversion Push - Social Media 2024,Conversion,Social Media,Professionals 25-35,Latin America,2024-07-10,2024-07-31,61173.43,40017.62,4388761.0,36306.0,1794.0,835.0,189569.78,0.8272,2.2999,1.1,47.93,59.91,Active,Q3,2024.0,4.2,92.0,0.3,373.72
CAMP_5245,Product Launch Retention - Social Media 2024,Retention,social media,Mid-Age 35-50,Asia Pacific,2024-06-04,2024-06-18,3865.74,3261.33,332285.0,3686.0,150.0,23.0,4327.42,1.1093,0.624,0.88,141.8,177.25,Active,Q2,2024.0,3.8,72.33,8.61,32.69
CAMP_3617,Evergreen Lead Gen - YouTube 2024,Lead Generation,YouTube,Mid-Age 35-50,Middle East,2024-06-25,2024-11-22,20295.43,19848.89,10337798.0,49098.0,2972.0,740.0,335385.32,0.4749,1.5072,0.4,26.82,33.53,Completed,Q2,2024.0,2.5,64.78,11.35,1589.69
CAMP_7678,Festive Conversion Push - SEO 2022,Conversion,SEO,Professionals 25-35,Middle East,2022-12-04,2023-02-02,2272.06,2245.39,66766.0,2327.0,140.0,39.0,5703.62,3.4853,1.676,0.96,57.57,71.97,Completed,Q4,2022.0,3.3,81.4,4.74,154.01
CAMP_2618,Brand Refresh Conversion Push - Social Media 2023,Conversion,Social Media,Parents,North America,2023-05-07,2023-05-14,25649.53,15679.94,1250273.0,11098.0,199.0,69.0,7431.33,0.8876,0.6217,1.41,227.25,284.06,Active,Q2,2023.0,3.4,77.71,4.88,-52.61
CAMP_0184,Autumn Lead Gen - Instagram Ads 2023,lead generation,Instagram Ads,Young Adults 18-25,Europe,2023-08-14,2023-08-28,15783.39,10737.62,856182.0,9735.0,484.0,56.0,9360.76,1.137,0.5752,1.1,191.74,239.68,Active,Q3,2023.0,4.3,92.0,1.76,-12.82
CAMP_7175,Autumn Win-back - Instagram Ads 2022,Re-engagement,Instagram Ads,Students,North America,2022-02-20,2022-05-06,1632.21,1263.08,78474.0,802.0,23.0,3.0,259.19,1.022,0.3741,1.57,421.03,526.28,Completed,Q1,2022.0,3.3,85.7,10.25,-79.48
CAMP_8205,Cyber Monday Conversion Push - Affiliate 2024,Conversion,Affiliate,Senior 50+,Asia Pacific,2024-09-27,2024-10-11,6292.39,4449.91,212911.0,5629.0,246.0,53.0,9236.28,2.6438,0.9416,0.79,83.96,104.95,Completed,Q3,2024.0,3.4,80.22,2.04,107.56
CAMP_3161,Premium Brand Awareness - Google Ads 2023,Brand Awareness,Google Ads,Senior 50+,North America,2023-08-09,2024-02-05,13924.9,10905.63,67857.0,,139.0,21.0,14696.66,6.2691,0.4937,2.56,519.32,649.14,Completed,Q3,2023.0,3.3,67.89,14.38,34.76
CAMP_8120,Holiday Conversion Push - Social Media 2024,Conversion,Social Media,Senior 50+,Europe,2024-06-09,2024-10-07,4407.19,4538.1,357349.0,3692.0,120.0,32.0,4661.05,1.0332,0.8667,1.23,141.82,177.27,Completed,Q2,2024.0,2.9,70.72,16.18,2.71
CAMP_7808,Newsletter Lead Gen - Content Marketing 2022,Lead Generation,Content Marketing,Students,,2022-01-30,2022-06-29,36413.09,32898.69,1483842.0,28546.0,2386.0,424.0,9778.18,1.9238,1.4853,1.15,77.59,96.99,Completed,Q1,2022.0,4.8,84.77,5.91,-70.28
CAMP_4214,Evergreen Brand Awareness - SEO 2024,Brand Awareness,SEO,Professionals 25-35,North America,2024-03-19,2024-05-18,13244.72,13030.42,282016.0,12882.0,279.0,68.0,15296.14,4.5678,0.5279,1.01,191.62,239.53,Completed,Q1,2024.0,2.2,79.62,6.67,17.39
CAMP_0144,Flash Sale Conversion Push - YouTube 2023,Conversion,YouTube,Senior 50+,Middle East,2023-06-05,2023-12-02,14162.15,13143.41,9715524.0,38264.0,1530.0,216.0,19831.1,0.3938,0.5645,0.34,60.85,76.06,Completed,Q2,2023.0,4.2,91.94,4.75,50.88
CAMP_9213,Back to School Brand Awareness - Influencer 2024,Brand Awareness,Influencer,Senior 50+,Europe,2024-08-10,2024-10-24,8542.47,6796.05,1416778.0,5133.0,129.0,15.0,1855.11,0.3623,0.2922,1.32,453.07,566.34,Completed,Q3,2024.0,3.0,85.49,3.14,-72.7
CAMP_8581,Premium Brand Awareness - Content Marketing 2023,Brand Awareness,Content Marketing,Professionals 25-35,North America,2023-03-25,2023-08-22,26218.66,22391.92,875342.0,20904.0,397.0,83.0,17870.42,2.3881,0.3971,1.07,269.78,337.23,Completed,Q1,2023.0,3.1,83.18,15.79,-20.19
CAMP_7530,Holiday Win-back - Content Marketing 2022,Re-engagement,Content Marketing,Mid-Age 35-50,North America,2022-04-21,2022-08-19,1788.47,1718.64,67890.0,1236.0,43.0,10.0,11105.21,1.8206,0.8091,1.39,171.86,214.83,Active,Q2,2022.0,3.2,86.64,10.52,546.16
CAMP_2252,Upsell Conversion Push - Instagram Ads 2024,Conversion,Instagram Ads,Students,Middle East,2024-02-07,2024-08-05,7638.56,6046.07,419177.0,5040.0,138.0,36.0,6533.95,1.2024,0.7143,1.2,167.95,209.93,Active,Q1,2024.0,4.1,68.01,11.32,8.07
CAMP_8461,Back to School Win-back - Affiliate 2023,Re-engagement,Affiliate,Students,europe,2023-04-07,2023-06-06,8503.31,8144.33,429475.0,9210.0,307.0,47.0,28238.06,2.1445,0.5103,0.88,173.28,216.6,Completed,Q2,2023.0,4.0,83.31,10.78,246.72
CAMP_0563,Monsoon Lead Gen - Facebook Ads 2023,Lead Generation,Facebook Ads,Young Adults 18-25,North America,2023-10-05,2023-10-26,4339.3,4556.27,221289.0,3366.0,116.0,31.0,4076.86,1.5211,0.921,1.35,146.98,183.72,,Q4,2023.0,3.0,79.33,8.24,-10.52
CAMP_1400,Cyber Monday Brand Awareness - Social Media 2022,Brand Awareness,Social Media,Mid-Age 35-50,Europe,2022-03-30,2022-04-29,16086.07,13576.08,989880.0,10797.0,115.0,15.0,4304.26,1.0907,0.1389,1.26,905.07,1131.34,Completed,Q1,2022.0,2.4,72.37,5.3,-68.3
CAMP_0228,Win-back Conversion Push - Affiliate 2022,Conversion,Affiliate,Mid-Age 35-50,Latin America,2022-11-17,2022-11-24,18616.85,1951.65,134718.0,2147.0,76.0,41.0,1376.2,1.5937,1.9096,0.91,47.6,59.5,Cancelled,Q4,2022.0,3.9,74.31,7.03,-29.49
CAMP_0949,Festive Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Professionals 25-35,North America,2023-11-24,2024-02-22,5903.09,4982.65,168836.0,3836.0,109.0,25.0,7590.55,2.272,0.6517,1.3,199.31,249.13,Completed,Q4,2023.0,4.3,92.0,4.3,52.34
CAMP_4929,Cyber Monday Retention - Social Media 2024,Retention,Social Media,Senior 50+,Asia Pacific,2024-05-15,2024-06-05,6078.61,4911.78,436634.0,6636.0,241.0,57.0,13444.5,1.5198,0.859,0.74,86.17,107.71,Active,Q2,2024.0,4.8,92.0,6.7,173.72
CAMP_8057,Upsell Brand Awareness - Instagram Ads 2023,Brand Awareness,Instagram Ads,Mid-Age 35-50,Europe,2023-05-09,2023-07-23,3747.65,3478.19,285698.0,2905.0,35.0,4.0,1080.42,1.0168,0.1377,1.2,869.55,1086.93,Completed,Q2,2023.0,,76.25,14.02,-68.94
CAMP_8985,Win-back Conversion Push - Google Ads 2023,Conversion,Google Ads,Parents,europe,2023-06-21,2023-07-21,15689.69,16218.43,209784.0,7413.0,323.0,115.0,25104.48,3.5336,1.5513,2.19,141.03,176.29,Completed,Q2,2023.0,3.0,69.0,9.62,60.01
CAMP_2393,Back to School Win-back - Influencer 2023,Re-engagement,Influencer,Mid-Age 35-50,Latin America,2023-06-15,2023-07-15,14848.27,9237.83,1937564.0,6485.0,243.0,43.0,,0.3347,0.6631,1.42,214.83,268.54,Completed,Q2,2023.0,2.8,83.13,8.06,-64.67
CAMP_3775,Loyalty Retention - Influencer 2022,Retention,Influencer,Senior 50+,Asia Pacific,2022-11-04,2022-11-11,53094.52,55373.09,6675964.0,41836.0,1121.0,180.0,49980.45,0.6267,0.4303,1.32,307.63,384.54,Completed,Q4,2022.0,2.5,85.38,1.81,-9.74
CAMP_2177,Upsell Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Young Adults 18-25,Latin America,2023-03-08,2023-07-06,10005.03,8403.07,287641.0,4904.0,352.0,103.0,20003.75,1.7049,2.1003,1.71,81.58,101.98,Completed,Q1,2023.0,3.6,53.06,15.04,138.05
CAMP_8907,Product Launch Lead Gen - Email 2023,Lead Generation,Email,Professionals 25-35,Europe,2023-12-16,2023-12-30,9683.22,9236.2,324219.0,12210.0,597.0,182.0,25365.29,3.766,1.4906,0.76,50.75,63.44,Completed,Q4,2023.0,4.1,77.61,10.37,174.63
CAMP_7422,Black Friday Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Professionals 25-35,North America,2022-12-22,2023-05-21,8179.77,8098.65,313419.0,6173.0,391.0,42.0,9466.59,1.9696,0.6804,1.31,192.82,241.03,Completed,Q4,2022.0,3.5,85.64,8.13,16.89
CAMP_3063,Monsoon Lead Gen - Instagram Ads 2023,Lead Generation,Instagram Ads,Young Adults 18-25,North America,2023-11-08,2024-05-06,56637.39,52257.03,2903544.0,40023.0,2241.0,310.0,89311.4,1.3784,0.7746,1.31,168.57,210.71,Active,Q4,2023.0,3.9,92.0,6.83,70.91
CAMP_3668,Festive Retention - Google Ads 2023,Retention,google ads,Students,Asia Pacific,2023-08-02,2023-10-16,11184.66,7986.47,200084.0,3675.0,204.0,74.0,78534.61,1.8367,2.0136,2.17,107.93,134.91,Active,Q3,2023.0,4.5,82.03,7.34,883.35
CAMP_5205,Holiday Win-back - Instagram Ads 2022,Re-engagement,Instagram Ads,Senior 50+,Europe,2022-02-11,2022-05-12,3954.14,3252.54,,2097.0,67.0,6.0,693.07,0.6373,0.2861,1.55,542.09,677.61,Active,Q1,2022.0,3.9,88.36,6.16,-78.69
CAMP_5624,Festive Brand Awareness - Facebook Ads 2023,Brand Awareness,Facebook Ads,Professionals 25-35,North America,2023-02-24,2023-08-23,23392.94,16064.98,618652.0,10963.0,204.0,27.0,4335.56,1.7721,0.2463,1.47,595.0,743.75,active,Q1,2023.0,2.9,92.0,7.81,-73.01
CAMP_1758,New Year Lead Gen - YouTube 2024,Lead Generation,YouTube,Parents,europe,2024-11-28,2025-02-11,5595.02,4643.15,1124929.0,6827.0,251.0,52.0,6771.54,0.6069,0.7617,0.68,89.29,111.61,Completed,Q4,2024.0,4.3,89.89,9.33,45.84
CAMP_0017,Spring Brand Awareness - Google Ads 2023,Brand Awareness,Google Ads,Young Adults 18-25,Europe,2023-07-08,2023-07-15,13412.99,12865.0,154438.0,5396.0,163.0,24.0,9019.14,3.494,0.4448,2.38,536.04,670.05,Completed,Q3,2023.0,3.0,66.37,15.77,-29.89
CAMP_2183,Loyalty Conversion Push - Influencer 2022,Conversion,Influencer,Parents,North America,2022-03-10,2022-09-06,30887.42,22659.74,1281879.0,18813.0,699.0,419.0,118996.58,1.4676,2.2272,1.2,54.08,67.6,Completed,Q1,2022.0,2.4,66.88,10.64,425.15
CAMP_8923,Monsoon Conversion Push - Google Ads 2024,Conversion,Google Ads,Professionals 25-35,North America,2024-02-21,2024-06-20,29163.93,5492.04,65358.0,3261.0,193.0,51.0,5148.08,4.9894,1.5639,1.68,107.69,134.61,Cancelled,Q1,2024.0,3.4,77.48,11.63,-6.26
CAMP_7332,Festive Retention - Instagram Ads 2022,Retention,Instagram Ads,Professionals 25-35,North America,2022-11-15,2022-12-30,15956.9,11262.83,1421680.0,9762.0,379.0,120.0,31654.87,0.6867,1.2293,1.15,93.86,117.32,Completed,Q4,2022.0,2.3,87.33,0.94,181.06
CAMP_5079,Win-back Conversion Push - SEO 2023,Conversion,SEO,Professionals 25-35,Europe,2023-06-18,2023-11-15,9628.82,7986.37,298164.0,7094.0,394.0,114.0,19780.09,2.3792,1.607,1.13,70.06,87.57,Completed,Q2,2023.0,3.9,81.29,3.38,147.67
CAMP_1767,Festive Win-back - Social Media 2022,Re-engagement,Social Media,Students,Middle East,2022-09-27,2022-11-11,6750.83,5755.12,491993.0,5209.0,83.0,14.0,1686.58,1.0588,0.2688,1.1,411.08,513.85,Completed,Q3,2022.0,2.8,77.48,6.49,-75.02
CAMP_3107,Referral Brand Awareness - Email 2023,Brand Awareness,Email,Mid-Age 35-50,Asia Pacific,2023-08-05,2023-12-03,14760.35,13362.84,897577.0,22044.0,593.0,97.0,16229.83,2.4559,0.44,0.61,137.76,172.2,Completed,Q3,2023.0,2.7,83.6,2.8,21.45
CAMP_9137,Back to School Lead Gen - Instagram Ads 2022,Lead Generation,Instagram Ads,Professionals 25-35,Europe,2022-08-09,2022-10-08,14779.65,1199.72,111779.0,802.0,57.0,11.0,847.87,0.7175,1.3716,1.5,109.07,136.33,Cancelled,Q3,2022.0,2.6,89.96,3.04,-29.33
CAMP_8044,Black Friday Lead Gen - Instagram Ads 2023,Lead Generation,Instagram Ads,Professionals 25-35,Middle East,2023-04-05,2023-10-02,36867.97,33319.93,,34263.0,1742.0,364.0,69594.21,0.981,1.0624,0.97,91.54,114.42,completed,Q2,2023.0,4.3,79.11,9.75,88.77
CAMP_3725,Spring Lead Gen - SEO 2022,Lead Generation,SEO,Senior 50+,North America,2022-08-03,2022-12-31,9938.39,10287.85,260462.0,11146.0,704.0,169.0,38807.02,4.2793,1.5162,0.92,60.87,76.09,Completed,Q3,2022.0,3.3,69.06,12.91,277.21
CAMP_5139,Holiday Lead Gen - Facebook Ads 2023,Lead Generation,Facebook Ads,Young Adults 18-25,Latin America,2023-01-25,2023-03-26,15574.67,14213.95,758071.0,13296.0,817.0,265.0,40064.16,1.7539,1.9931,1.07,53.64,67.05,Completed,Q1,2023.0,3.7,76.36,0.98,181.87
CAMP_1312,Evergreen Conversion Push - Google Ads 2022,Conversion,Google Ads,Professionals 25-35,North America,2022-09-09,2022-11-08,9143.28,7375.15,124037.0,3960.0,191.0,85.0,,3.1926,2.1465,1.86,,108.46,Completed,Q3,2022.0,4.1,90.72,7.49,230.66
CAMP_7277,,Conversion,Email,Mid-Age 35-50,Africa,2022-05-30,2022-09-27,22587.28,21206.09,682420.0,31057.0,1847.0,671.0,169272.03,4.551,2.1605,0.68,31.6,39.5,completed,Q2,2022.0,3.5,,2.43,698.22
CAMP_4267,Webinar Retention - YouTube 2022,Retention,YouTube,Mid-Age 35-50,Middle East,2022-01-19,2022-02-18,25192.3,25925.11,9607646.0,32809.0,746.0,189.0,19410.84,0.3415,0.5761,0.79,137.17,171.46,Completed,Q1,2022.0,5.0,83.11,6.9,-25.13
CAMP_3233,Black Friday Win-back - Facebook Ads 2022,Re-engagement,Facebook Ads,Young Adults 18-25,Latin America,2022-03-10,2022-05-09,34608.85,25971.62,1513608.0,,809.0,136.0,12463.78,1.2997,0.6913,1.32,190.97,238.71,Completed,Q1,2022.0,2.6,83.32,7.05,-52.01
CAMP_2987,Summer Conversion Push - Affiliate 2023,Conversion,Affiliate,Mid-Age 35-50,Africa,2023-07-02,2023-09-30,22518.15,20365.21,774832.0,19776.0,831.0,279.0,43723.01,2.5523,1.4108,1.03,72.99,91.24,Completed,Q3,2023.0,3.5,62.71,13.49,94.17
CAMP_1620,New Year Brand Awareness - Affiliate 2023,Brand Awareness,Affiliate,Professionals 25-35,Asia Pacific,2023-01-18,2023-04-03,57335.97,55570.03,1856659.0,49009.0,825.0,154.0,22844.0,2.6396,0.3142,1.13,360.84,451.06,Completed,Q1,2023.0,3.7,76.69,4.15,-58.89
CAMP_7589,Festive Lead Gen - Facebook Ads 2023,Lead Generation,Facebook Ads,Professionals 25-35,Middle East,2023-03-01,2023-03-08,8557.19,5201.61,189334.0,2606.0,265.0,69.0,9012.88,1.3764,2.6477,2.0,75.39,94.23,Active,Q1,2023.0,1.8,92.0,0.3,73.27
CAMP_6018,Autumn Retention - Facebook Ads 2022,Retention,Facebook Ads,Senior 50+,Asia Pacific,2022-10-31,2023-01-29,11316.19,10133.06,256049.0,6409.0,175.0,27.0,10602.81,2.503,0.4213,1.58,375.3,469.12,Completed,Q4,2022.0,4.6,81.28,,4.64
CAMP_1792,Cyber Monday Win-back - SEO 2022,Re-engagement,SEO,Parents,Africa,2022-10-24,2022-12-08,1983.26,1230.07,69353.0,1387.0,92.0,15.0,399.65,1.9999,1.0815,0.89,82.0,102.51,Paused,Q4,2022.0,2.9,87.64,8.17,-67.51
CAMP_0434,Holiday Conversion Push - SEO 2023,Conversion,SEO,Young Adults 18-25,Middle East,2023-08-09,2023-10-08,18858.29,18770.36,358472.0,13704.0,574.0,272.0,54742.93,3.8229,1.9848,1.37,69.01,86.26,Completed,Q3,2023.0,4.4,81.37,6.75,191.65
CAMP_7142,Holiday Conversion Push - Email 2022,Conversion,Email,Mid-Age 35-50,North America,2022-06-13,2022-06-20,75629.96,66793.52,1234851.0,62131.0,3257.0,1609.0,361720.24,5.0315,2.5897,1.08,41.51,51.89,Active,Q2,2022.0,4.1,92.0,1.32,441.55
CAMP_4260,Evergreen Win-back - YouTube 2024,Re-engagement,YouTube,Students,Latin America,2024-01-18,2024-04-17,15156.04,12098.77,3084617.0,,458.0,49.0,1123.59,0.5854,,0.67,246.91,308.64,Completed,Q1,2024.0,3.5,88.74,4.27,-90.71
CAMP_5325,Festive Lead Gen - Influencer 2022,Lead Generation,Influencer,Mid-Age 35-50,Europe,2022-05-26,2022-06-25,16302.21,15638.35,2631683.0,16658.0,1482.0,240.0,62678.83,0.633,1.4407,0.94,65.16,81.45,Active,Q2,2022.0,3.6,92.0,7.83,300.8
CAMP_8395,Spring Win-back - YouTube 2024,Re-engagement,YouTube,Young Adults 18-25,Europe,2024-01-13,2024-03-28,14584.9,10567.41,4070060.0,18392.0,433.0,81.0,5859.66,0.4519,0.4404,0.57,,163.08,Active,Q1,2024.0,3.3,88.67,4.99,-44.55
CAMP_3866,Brand Refresh Conversion Push - Affiliate 2022,Conversion,Affiliate,Mid-Age 35-50,North America,2022-02-09,2022-03-02,14465.51,12487.38,928512.0,18995.0,525.0,315.0,-22556.94080818524,2.0457,1.6583,0.66,39.64,49.55,Completed,Q1,2022.0,4.2,92.0,8.09,409.49
CAMP_1880,Black Friday Win-back - SEO 2022,Re-engagement,SEO,Professionals 25-35,Europe,2022-11-28,2023-03-28,16681.13,9186.94,200557.0,7578.0,280.0,74.0,7757.67,3.7785,0.9765,1.21,124.15,155.18,Paused,Q4,2022.0,3.4,73.64,13.68,-53.49
CAMP_5608,Summer Brand Awareness - YouTube 2024,Brand Awareness,YouTube,Professionals 25-35,Europe,2024-11-14,2024-11-21,4001.49,4131.31,1532516.0,6822.0,98.0,16.0,1629.92,0.4452,0.2345,0.61,258.21,322.76,Completed,Q4,2024.0,3.5,73.35,9.58,-60.55
CAMP_7909,Holiday Brand Awareness - Influencer 2022,Brand Awareness,Influencer,Professionals 25-35,Europe,2022-11-13,2023-05-12,24483.86,14919.48,2014831.0,15280.0,127.0,,1935.17,0.7584,0.1113,0.98,877.62,1097.02,Paused,Q4,2022.0,,67.67,7.34,-87.03
CAMP_8647,Newsletter Win-back - Social Media 2023,Re-engagement,Social Media,Students,Europe,2023-10-27,2024-01-10,5698.16,3842.48,520032.0,3972.0,109.0,,1130.79,0.7638,0.3021,0.97,320.21,400.26,Active,Q4,2023.0,3.6,68.7,6.91,-70.57
CAMP_3079,Cyber Monday Retention - Google Ads 2022,Retention,Google Ads,Parents,Europe,2022-07-16,2022-08-06,32030.82,33632.36,415589.0,11364.0,901.0,541.0,209666.38,2.7344,4.7606,2.96,62.17,77.71,Completed,Q3,2022.0,4.3,92.0,1.08,523.41
CAMP_5835,Back to School Retention - Content Marketing 2022,Retention,Content Marketing,Professionals 25-35,Europe,2022-08-24,2022-11-22,8981.45,5558.74,255988.0,3152.0,174.0,41.0,12193.35,1.2313,1.3008,1.76,135.58,169.47,Completed,Q3,2022.0,3.6,92.0,3.95,35.76
CAMP_5795,Product Launch Conversion Push - SEO 2022,Conversion,SEO,Professionals 25-35,North America,2022-01-18,2022-02-08,3332.41,2431.25,77981.0,3073.0,99.0,54.0,19309.43,3.9407,1.7572,0.79,45.02,56.28,Completed,Q1,2022.0,2.8,85.32,5.25,694.22
CAMP_3600,Webinar Conversion Push - Facebook Ads 2022,Conversion,Facebook Ads,Professionals 25-35,Africa,2022-05-12,2022-09-09,21401.17,21371.37,410373.0,13482.0,259.0,92.0,27247.56,3.2853,,1.59,232.3,290.37,Completed,Q2,2022.0,3.3,72.52,11.5,27.5
CAMP_5258,Monsoon Lead Gen - Instagram Ads 2024,Lead Generation,Instagram Ads,Mid-Age 35-50,Latin America,2024-05-22,2024-08-20,17062.06,14693.67,886184.0,9467.0,395.0,50.0,4780.14,1.0683,0.5282,1.55,293.87,367.34,Completed,Q2,2024.0,4.1,92.0,0.3,-67.47
CAMP_6019,Product Launch Conversion Push - Social Media 2024,Conversion,Social Media,Mid-Age 35-50,Asia Pacific,2024-10-22,2025-03-21,8447.28,8489.3,644468.0,5461.0,103.0,21.0,4286.96,0.8474,0.3845,1.55,404.25,505.32,Completed,Q4,2024.0,4.0,83.4,10.17,-49.5
CAMP_5297,Festive Brand Awareness - Facebook Ads 2024,Brand Awareness,Facebook Ads,Mid-Age 35-50,Europe,2024-08-03,2024-08-10,6880.67,4362.04,213841.0,4378.0,63.0,11.0,3331.91,2.0473,0.2513,1.0,396.55,495.69,Completed,Q3,2024.0,3.7,86.73,11.33,-23.62
CAMP_9732,Monsoon Brand Awareness - Social Media 2022,Brand Awareness,Social Media,Parents,Middle East,2022-06-21,2022-10-19,7181.85,5224.54,302258.0,3820.0,48.0,9.0,1036.51,1.2638,0.2356,1.37,580.5,725.63,Completed,Q2,2022.0,3.5,72.34,7.82,-80.16
CAMP_7580,Winter Lead Gen - Content Marketing 2023,Lead Generation,Content Marketing,Professionals 25-35,Africa,2023-06-04,2023-06-11,22415.35,20406.92,433369.0,11692.0,856.0,140.0,27786.67,2.6979,1.1974,1.75,145.76,182.2,Completed,Q2,2023.0,3.2,87.07,3.99,36.16
CAMP_9945,Evergreen Brand Awareness - Google Ads 2023,Brand Awareness,Google Ads,Mid-Age 35-50,Asia Pacific,2023-05-04,2023-07-18,20919.32,19128.03,215160.0,7346.0,194.0,32.0,1577.69,3.4142,0.4356,2.6,597.75,747.19,Completed,Q2,2023.0,4.3,91.92,2.4,-91.75
CAMP_7397,Flash Sale Conversion Push - Email 2023,,Email,Professionals 25-35,North America,2023-06-15,2023-12-12,25202.7,26071.2,750479.0,29349.0,1316.0,751.0,139504.66,3.9107,2.5589,0.89,34.72,43.39,Completed,Q2,2023.0,5.0,77.33,,435.09
CAMP_1168,Win-back Win-back - YouTube 2023,Re-engagement,YouTube,Parents,Africa,2023-12-11,2023-12-25,12643.89,11884.52,3247845.0,12861.0,247.0,28.0,2799.64,0.396,0.2177,0.92,424.45,530.56,Active,Q4,2023.0,2.9,83.81,12.26,-76.44
CAMP_9870,Spring Conversion Push - Content Marketing 2024,Conversion,Content Marketing,Mid-Age 35-50,Europe,2024-06-24,2024-11-21,24572.59,21833.39,1002123.0,14217.0,719.0,327.0,92169.83,1.4187,2.3001,1.54,66.77,83.46,Completed,Q2,2024.0,3.5,87.1,2.89,322.15
CAMP_1598,New Year Brand Awareness - SEO 2024,Brand Awareness,SEO,Mid-Age 35-50,Europe,2024-04-24,2024-05-24,2287.95,2402.35,67700.0,2168.0,42.0,10.0,1557.89,3.2024,0.4613,1.11,240.23,300.29,Completed,Q2,2024.0,3.7,82.7,7.81,-31.91
